,CUSIP,year,month,return,dummy_variable
12606,58933Y10,1984,10,0.049924,0
12607,58933Y10,1984,11,0.023055,0
12608,58933Y10,1984,12,0.068169,0
12609,58933Y10,1985,01,0.021277,0
12610,58933Y10,1985,02,0.048698,0
12611,58933Y10,1985,03,0.050063,0
12612,58933Y10,1985,04,-0.029797,0
12613,58933Y10,1985,05,0.067568,0
12614,58933Y10,1985,06,0.044189,0
12615,58933Y10,1985,07,0.002220,0
12616,58933Y10,1985,08,0.018162,0
12617,58933Y10,1985,09,-0.051479,0
12618,58933Y10,1985,10,0.076212,0
12619,58933Y10,1985,11,0.115880,0
12620,58933Y10,1985,12,0.060769,0
12621,58933Y10,1986,01,0.004562,0
12622,58933Y10,1986,02,0.100999,0
12623,58933Y10,1986,03,0.156846,0
12624,58933Y10,1986,04,-0.004304,0
12625,58933Y10,1986,05,0.112392,0
12626,58933Y10,1986,06,0.087565,0
12627,58933Y10,1986,07,0.019139,0
12628,58933Y10,1986,08,0.085681,0
12629,58933Y10,1986,09,-0.143351,0
12630,58933Y10,1986,10,0.102792,0
12631,58933Y10,1986,11,0.017261,0
12632,58933Y10,1986,12,0.126018,0
12633,58933Y10,1987,01,0.109990,0
12634,58933Y10,1987,02,0.121818,0
12635,58933Y10,1987,03,0.005997,0
12636,58933Y10,1987,04,-0.046079,0
12637,58933Y10,1987,05,0.073729,0
12638,58933Y10,1987,06,0.080032,0
12639,58933Y10,1987,07,0.109971,0
12640,58933Y10,1987,08,0.084148,0
12641,58933Y10,1987,09,0.012232,0
12642,58933Y10,1987,10,-0.122659,0
12643,58933Y10,1987,11,-0.063361,0
12644,58933Y10,1987,12,-0.062941,0
12645,58933Y10,1988,01,-0.048896,0
12646,58933Y10,1988,02,0.103383,0
12647,58933Y10,1988,03,-0.050642,0
12648,58933Y10,1988,04,0.002389,0
12649,58933Y10,1988,05,0.017474,0
12650,58933Y10,1988,06,0.059859,0
12651,58933Y10,1988,07,-0.006667,0
12652,58933Y10,1988,08,-0.011275,0
12653,58933Y10,1988,09,0.052392,0
12654,58933Y10,1988,10,-0.008658,0
12655,58933Y10,1988,11,-0.006638,0
12656,58933Y10,1988,12,0.022124,0
12657,58933Y10,1989,01,0.129870,0
12658,58933Y10,1989,02,-0.021073,0
12659,58933Y10,1989,03,0.020117,0
12660,58933Y10,1989,04,0.054054,0
12661,58933Y10,1989,05,0.022491,0
12662,58933Y10,1989,06,-0.036036,0
12663,58933Y10,1989,07,0.136449,0
12664,58933Y10,1989,08,-0.028618,0
12665,58933Y10,1989,09,0.032368,0
12666,58933Y10,1989,10,0.028053,0
12667,58933Y10,1989,11,0.012841,0
12668,58933Y10,1989,12,-0.011727,0
12669,58933Y10,1990,01,-0.067742,0
12670,58933Y10,1990,02,-0.053633,0
12671,58933Y10,1990,03,0.023035,0
12672,58933Y10,1990,04,0.053957,0
12673,58933Y10,1990,05,0.135836,0
12674,58933Y10,1990,06,0.048338,0
12675,58933Y10,1990,07,0.027378,0
12676,58933Y10,1990,08,-0.077868,0
12677,58933Y10,1990,09,-0.067381,0
12678,58933Y10,1990,10,0.009852,0
12679,58933Y10,1990,11,0.121951,0
12680,58933Y10,1990,12,0.048522,0
12681,58933Y10,1991,01,0.018081,0
12682,58933Y10,1991,02,0.116120,0
12683,58933Y10,1991,03,0.038531,0
12684,58933Y10,1991,04,0.021327,0
12685,58933Y10,1991,05,0.103248,0
12686,58933Y10,1991,06,-0.018423,0
12687,58933Y10,1991,07,0.108719,0
12688,58933Y10,1991,08,-0.009670,0
12689,58933Y10,1991,09,0.025616,0
12690,58933Y10,1991,10,0.054755,0
12691,58933Y10,1991,11,0.066485,0
12692,58933Y10,1991,12,0.141793,0
12693,58933Y10,1992,01,-0.056306,0
12694,58933Y10,1992,02,0.003182,0
12695,58933Y10,1992,03,-0.062236,0
12696,58933Y10,1992,04,-0.014443,0
12697,58933Y10,1992,05,0.042241,0
12698,58933Y10,1992,06,-0.027692,0
12699,58933Y10,1992,07,0.064103,0
12700,58933Y10,1992,08,-0.057831,0
12701,58933Y10,1992,09,-0.084833,0
12702,58933Y10,1992,10,-0.014045,0
12703,58933Y10,1992,11,0.028490,0
12704,58933Y10,1992,12,-0.033241,0
12705,58933Y10,1993,01,-0.069164,0
12706,58933Y10,1993,02,-0.046440,0
12707,58933Y10,1993,03,-0.074675,0
12708,58933Y10,1993,04,0.045936,0
12709,58933Y10,1993,05,0.033784,0
12710,58933Y10,1993,06,-0.065359,0
12711,58933Y10,1993,07,-0.137324,0
12712,58933Y10,1993,08,0.040816,0
12713,58933Y10,1993,09,-0.026510,0
12714,58933Y10,1993,10,0.044715,0
12715,58933Y10,1993,11,0.066148,0
12716,58933Y10,1993,12,0.011825,0
12717,58933Y10,1994,01,0.061818,0
12718,58933Y10,1994,02,-0.113014,0
12719,58933Y10,1994,03,-0.072432,0
12720,58933Y10,1994,04,-0.004202,0
12721,58933Y10,1994,05,0.029536,0
12722,58933Y10,1994,06,-0.015410,0
12723,58933Y10,1994,07,-0.004202,0
12724,58933Y10,1994,08,0.151899,0
12725,58933Y10,1994,09,0.052747,0
12726,58933Y10,1994,10,0.000000,0
12727,58933Y10,1994,11,0.045614,0
12728,58933Y10,1994,12,0.031544,0
12729,58933Y10,1995,01,0.055738,0
12730,58933Y10,1995,02,0.052795,0
12731,58933Y10,1995,03,0.012979,0
12732,58933Y10,1995,04,0.005865,0
12733,58933Y10,1995,05,0.096210,0
12734,58933Y10,1995,06,0.051596,0
12735,58933Y10,1995,07,0.050891,0
12736,58933Y10,1995,08,-0.033898,0
12737,58933Y10,1995,09,0.129624,0
12738,58933Y10,1995,10,0.026786,0
12739,58933Y10,1995,11,0.076087,0
12740,58933Y10,1995,12,0.066101,0
12741,58933Y10,1996,01,0.068571,0
12742,58933Y10,1996,02,-0.055258,0
12743,58933Y10,1996,03,-0.055245,0
12744,58933Y10,1996,04,-0.028112,0
12745,58933Y10,1996,05,0.068182,0
12746,58933Y10,1996,06,0.005261,0
12747,58933Y10,1996,07,-0.005803,0
12748,58933Y10,1996,08,0.021401,0
12749,58933Y10,1996,09,0.078476,0
12750,58933Y10,1996,10,0.049734,0
12751,58933Y10,1996,11,0.123519,0
12752,58933Y10,1996,12,-0.035843,0
12753,58933Y10,1997,01,0.138148,0
12754,58933Y10,1997,02,0.016552,0
12755,58933Y10,1997,03,-0.080923,0
12756,58933Y10,1997,04,0.072700,0
12757,58933Y10,1997,05,-0.005533,0
12758,58933Y10,1997,06,0.143060,0
12759,58933Y10,1997,07,0.015272,0
12760,58933Y10,1997,08,-0.116125,0
12761,58933Y10,1997,09,0.093397,0
12762,58933Y10,1997,10,-0.106942,0
12763,58933Y10,1997,11,0.062325,0
12764,58933Y10,1997,12,0.122742,0
12765,58933Y10,1998,01,0.107311,0
12766,58933Y10,1998,02,0.086794,0
12767,58933Y10,1998,03,0.008427,0
12768,58933Y10,1998,04,-0.059971,0
12769,58933Y10,1998,05,-0.029046,0
12770,58933Y10,1998,06,0.147009,0
12771,58933Y10,1998,07,-0.076168,0
12772,58933Y10,1998,08,-0.061710,0
12773,58933Y10,1998,09,0.122178,0
12774,58933Y10,1998,10,0.042451,0
12775,58933Y10,1998,11,0.148542,0
12776,58933Y10,1998,12,-0.045673,0
12777,58933Y10,1999,01,-0.005085,0
12778,58933Y10,1999,02,0.110733,0
12779,58933Y10,1999,03,-0.013558,0
12780,58933Y10,1999,04,-0.121685,0
12781,58933Y10,1999,05,-0.039076,0
12782,58933Y10,1999,06,0.092717,0
12783,58933Y10,1999,07,-0.081494,0
12784,58933Y10,1999,08,-0.006470,0
12785,58933Y10,1999,09,-0.031033,0
12786,58933Y10,1999,10,0.227580,0
12787,58933Y10,1999,11,-0.010998,0
12788,58933Y10,1999,12,-0.142462,0
12789,58933Y10,2000,01,0.173023,0
12790,58933Y10,2000,02,-0.218874,0
12791,58933Y10,2000,03,0.013848,0
12792,58933Y10,2000,04,0.118712,0
12793,58933Y10,2000,05,0.077914,0
12794,58933Y10,2000,06,0.026801,0
12795,58933Y10,2000,07,-0.064437,0
12796,58933Y10,2000,08,-0.020541,0
12797,58933Y10,2000,09,0.065295,0
12798,58933Y10,2000,10,0.208228,0
12799,58933Y10,2000,11,0.030577,0
12800,58933Y10,2000,12,0.013783,0
12801,58933Y10,2001,01,-0.122243,0
12802,58933Y10,2001,02,-0.024093,0
12803,58933Y10,2001,03,-0.049377,0
12804,58933Y10,2001,04,0.000922,0
12805,58933Y10,2001,05,-0.034751,0
12806,58933Y10,2001,06,-0.124401,0
12807,58933Y10,2001,07,0.063683,0
12808,58933Y10,2001,08,-0.037217,0
12809,58933Y10,2001,09,0.023041,0
12810,58933Y10,2001,10,-0.041892,0
12811,58933Y10,2001,11,0.061746,0
12812,58933Y10,2001,12,-0.126937,0
12813,58933Y10,2002,01,0.006463,0
12814,58933Y10,2002,02,0.036330,0
12815,58933Y10,2002,03,-0.055438,0
12816,58933Y10,2002,04,-0.056270,0
12817,58933Y10,2002,05,0.050791,0
12818,58933Y10,2002,06,-0.107005,0
12819,58933Y10,2002,07,-0.020537,0
12820,58933Y10,2002,08,0.018548,0
12821,58933Y10,2002,09,-0.088084,0
12822,58933Y10,2002,10,0.186611,0
12823,58933Y10,2002,11,0.095317,0
12824,58933Y10,2002,12,-0.041071,0
12825,58933Y10,2003,01,-0.021551,0
12826,58933Y10,2003,02,-0.047662,0
12827,58933Y10,2003,03,0.045308,0
12828,58933Y10,2003,04,0.062066,0
12829,58933Y10,2003,05,-0.044689,0
12830,58933Y10,2003,06,0.095898,0
12831,58933Y10,2003,07,-0.087036,0
12832,58933Y10,2003,08,-0.036605,0
12833,58933Y10,2003,09,0.013315,0
12834,58933Y10,2003,10,-0.125840,0
12835,58933Y10,2003,11,-0.082486,0
12836,58933Y10,2003,12,0.147044,0
12837,58933Y10,2004,01,0.030303,0
12838,58933Y10,2004,02,0.010084,0
12839,58933Y10,2004,03,-0.073211,0
12840,58933Y10,2004,04,0.063589,0
12841,58933Y10,2004,05,0.006383,0
12842,58933Y10,2004,06,0.012051,0
12843,58933Y10,2004,07,-0.045263,0
12844,58933Y10,2004,08,-0.008379,0
12845,58933Y10,2004,09,-0.257727,0
12846,58933Y10,2004,10,-0.051212,0
12847,58933Y10,2004,11,-0.105078,0
12848,58933Y10,2004,12,0.160600,0
12849,58933Y10,2005,01,-0.127256,0
12850,58933Y10,2005,02,0.130125,0
12851,58933Y10,2005,03,0.033123,0
12852,58933Y10,2005,04,0.047266,0
12853,58933Y10,2005,05,-0.043068,0
12854,58933Y10,2005,06,-0.038841,0
12855,58933Y10,2005,07,0.008442,0
12856,58933Y10,2005,08,-0.078880,0
12857,58933Y10,2005,09,-0.036132,0
12858,58933Y10,2005,10,0.037119,0
12859,58933Y10,2005,11,0.055280,0
12860,58933Y10,2005,12,0.081973,0
12861,58933Y10,2006,01,0.084565,0
12862,58933Y10,2006,02,0.010435,0
12863,58933Y10,2006,03,0.021515,0
12864,58933Y10,2006,04,-0.022992,0
12865,58933Y10,2006,05,-0.021790,0
12866,58933Y10,2006,06,0.094323,0
12867,58933Y10,2006,07,0.105408,0
12868,58933Y10,2006,08,0.016389,0
12869,58933Y10,2006,09,0.033292,0
12870,58933Y10,2006,10,0.084009,0
12871,58933Y10,2006,11,-0.020035,0
12872,58933Y10,2006,12,-0.011907,0
12873,58933Y10,2007,01,0.026376,0
12874,58933Y10,2007,02,-0.013408,0
12875,58933Y10,2007,03,0.009060,0
12876,58933Y10,2007,04,0.164591,0
12877,58933Y10,2007,05,0.019635,0
12878,58933Y10,2007,06,-0.043279,0
12879,58933Y10,2007,07,-0.003012,0
12880,58933Y10,2007,08,0.010473,0
12881,58933Y10,2007,09,0.037871,0
12882,58933Y10,2007,10,0.127104,0
12883,58933Y10,2007,11,0.018881,0
12884,58933Y10,2007,12,-0.014656,0
12885,58933Y10,2008,01,-0.206677,0
12886,58933Y10,2008,02,-0.039046,0
12887,58933Y10,2008,03,-0.134763,0
12888,58933Y10,2008,04,0.002372,0
12889,58933Y10,2008,05,0.024185,0
12890,58933Y10,2008,06,-0.022844,0
12891,58933Y10,2008,07,-0.127089,0
12892,58933Y10,2008,08,0.084194,0
12893,58933Y10,2008,09,-0.104570,0
12894,58933Y10,2008,10,-0.019328,0
12895,58933Y10,2008,11,-0.136672,0
12896,58933Y10,2008,12,0.151946,0
12897,58933Y10,2009,01,-0.060855,0
12898,58933Y10,2009,02,-0.152364,0
12899,58933Y10,2009,03,0.121074,0
12900,58933Y10,2009,04,-0.093832,0
12901,58933Y10,2009,05,0.137789,0
12902,58933Y10,2009,06,0.027556,0
12903,58933Y10,2009,07,0.073319,0
12904,58933Y10,2009,08,0.080640,0
12905,58933Y10,2009,09,-0.012951,0
12906,58933Y10,2009,10,-0.022131,0
12907,58933Y10,2009,11,0.170708,0
12908,58933Y10,2009,12,0.019608,0
12909,58933Y10,2010,01,0.044882,0
12910,58933Y10,2010,02,-0.034049,0
12911,58933Y10,2010,03,0.023048,0
12912,58933Y10,2010,04,-0.061847,0
12913,58933Y10,2010,05,-0.038527,0
12914,58933Y10,2010,06,0.049273,0
12915,58933Y10,2010,07,-0.014584,0
12916,58933Y10,2010,08,0.020313,0
12917,58933Y10,2010,09,0.057736,0
12918,58933Y10,2010,10,-0.013583,0
12919,58933Y10,2010,11,-0.050675,0
12920,58933Y10,2010,12,0.056571,0
12921,58933Y10,2011,01,-0.079634,0
12922,58933Y10,2011,02,-0.018089,0
12923,58933Y10,2011,03,0.025177,0
12924,58933Y10,2011,04,0.089064,0
12925,58933Y10,2011,05,0.022253,0
12926,58933Y10,2011,06,-0.029388,0
12927,58933Y10,2011,07,-0.032870,0
12928,58933Y10,2011,08,-0.030325,0
12929,58933Y10,2011,09,-0.000453,0
12930,58933Y10,2011,10,0.055046,0
12931,58933Y10,2011,11,0.036232,0
12932,58933Y10,2011,12,0.066294,0
12933,58933Y10,2012,01,0.015119,0
12934,58933Y10,2012,02,-0.002613,0
12935,58933Y10,2012,03,0.017029,0
12936,58933Y10,2012,04,0.021875,0
12937,58933Y10,2012,05,-0.042304,0
12938,58933Y10,2012,06,0.122139,0
12939,58933Y10,2012,07,0.057964,0
12940,58933Y10,2012,08,-0.025357,0
12941,58933Y10,2012,09,0.057259,0
12942,58933Y10,2012,10,0.011864,0
12943,58933Y10,2012,11,-0.029148,0
12944,58933Y10,2012,12,-0.066140,0
12945,58933Y10,2013,01,0.056424,0
12946,58933Y10,2013,02,-0.012023,0
12947,58933Y10,2013,03,0.044465,0
12948,58933Y10,2013,04,0.063348,0
12949,58933Y10,2013,05,-0.006383,0
12950,58933Y10,2013,06,0.003854,0
12951,58933Y10,2013,07,0.037029,0
12952,58933Y10,2013,08,-0.018269,0
12953,58933Y10,2013,09,0.015838,0
12954,58933Y10,2013,10,-0.052910,0
12955,58933Y10,2013,11,0.105123,0
12956,58933Y10,2013,12,0.013245,0
12957,58933Y10,2014,01,0.058342,0
12958,58933Y10,2014,02,0.075892,0
12959,58933Y10,2014,03,0.003860,0
12960,58933Y10,2014,04,0.031531,0
12961,58933Y10,2014,05,-0.011954,0
12962,58933Y10,2014,06,0.007432,0
12963,58933Y10,2014,07,-0.019187,0
12964,58933Y10,2014,08,0.059394,0
12965,58933Y10,2014,09,-0.006488,0
12966,58933Y10,2014,10,-0.022605,0
12967,58933Y10,2014,11,0.042458,0
12968,58933Y10,2014,12,-0.052318,0
12969,58933Y10,2015,01,0.061454,0
12970,58933Y10,2015,02,-0.028865,0
12971,58933Y10,2015,03,-0.010420,0
12972,58933Y10,2015,04,0.036187,0
12973,58933Y10,2015,05,0.022330,0
12974,58933Y10,2015,06,-0.057645,0
12975,58933Y10,2015,07,0.035658,0
12976,58933Y10,2015,08,-0.086669,0
12977,58933Y10,2015,09,-0.074466,0
12978,58933Y10,2015,10,0.106702,0
12979,58933Y10,2015,11,-0.030187,0
12980,58933Y10,2015,12,0.005093,0
12981,58933Y10,2016,01,-0.040704,0
12982,58933Y10,2016,02,-0.009078,0
12983,58933Y10,2016,03,0.062936,0
12984,58933Y10,2016,04,0.036477,0
12985,58933Y10,2016,05,0.025893,0
12986,58933Y10,2016,06,0.032172,0
12987,58933Y10,2016,07,0.018226,0
12988,58933Y10,2016,08,0.070406,0
12989,58933Y10,2016,09,0.001274,0
12990,58933Y10,2016,10,-0.059125,0
12991,58933Y10,2016,11,0.042064,0
12992,58933Y10,2016,12,-0.030234,0
12993,58933Y10,2017,01,0.052998,0
12994,58933Y10,2017,02,0.062591,0
12995,58933Y10,2017,03,-0.028237,0
12996,58933Y10,2017,04,-0.019043,0
12997,58933Y10,2017,05,0.044601,0
12998,58933Y10,2017,06,-0.008447,0
12999,58933Y10,2017,07,-0.003277,0
13000,58933Y10,2017,08,-0.000313,0
13001,58933Y10,2017,09,0.010022,0
13002,58933Y10,2017,10,-0.139622,0
13003,58933Y10,2017,11,0.003267,0
13004,58933Y10,2017,12,0.026778,0
13005,58933Y10,2018,01,0.052959,0
13006,58933Y10,2018,02,-0.084894,0
13007,58933Y10,2018,03,0.013464,0
13008,58933Y10,2018,04,0.080778,0
13009,58933Y10,2018,05,0.011211,0
13010,58933Y10,2018,06,0.027717,0
13011,58933Y10,2018,07,0.085173,0
13012,58933Y10,2018,08,0.041293,0
13013,58933Y10,2018,09,0.041260,0
13014,58933Y10,2018,10,0.037637,0
13015,58933Y10,2018,11,0.077843,0
13016,58933Y10,2018,12,-0.029997,0
13017,58933Y10,2019,01,-0.025913,0
13018,58933Y10,2019,02,0.092167,0
13019,58933Y10,2019,03,0.029893,0
13020,58933Y10,2019,04,-0.053625,0
13021,58933Y10,2019,05,0.006352,0
13022,58933Y10,2019,06,0.065522,0
13023,58933Y10,2019,07,-0.010256,0
13024,58933Y10,2019,08,0.041933,0
13025,58933Y10,2019,09,-0.020123,0
13026,58933Y10,2019,10,0.029461,0
13027,58933Y10,2019,11,0.006000,0
13028,58933Y10,2019,12,0.050241,0
13029,58933Y10,2020,01,-0.060583,0
13030,58933Y10,2020,02,-0.103933,0
13031,58933Y10,2020,03,0.012931,0
13032,58933Y10,2020,04,0.031193,0
13033,58933Y10,2020,05,0.017394,0
13034,58933Y10,2020,06,-0.034440,0
13035,58933Y10,2020,07,0.037631,0
13036,58933Y10,2020,08,0.062687,0
13037,58933Y10,2020,09,-0.020054,0
13038,58933Y10,2020,10,-0.093309,0
13039,58933Y10,2020,11,0.068874,1
13040,58933Y10,2020,12,0.025625,0
13041,33793210,1980,01,0.018692,0
13042,33793210,1980,02,-0.031927,0
13043,33793210,1980,03,-0.039216,0
13044,33793210,1980,04,0.142857,0
13045,33793210,1980,05,0.022500,0
13046,33793210,1980,06,0.036036,0
13047,33793210,1980,07,-0.017391,0
13048,33793210,1980,08,-0.030796,0
13049,33793210,1980,09,-0.056604,0
13050,33793210,1980,10,0.020000,0
13051,33793210,1980,11,0.000000,0
13052,33793210,1980,12,-0.034118,0
13053,33793210,1981,01,0.063158,0
13054,33793210,1981,02,0.000000,0
13055,33793210,1981,03,0.024950,0
13056,33793210,1981,04,-0.030000,0
13057,33793210,1981,05,0.051546,0
13058,33793210,1981,06,0.014902,0
13059,33793210,1981,07,-0.030000,0
13060,33793210,1981,08,-0.030928,0
13061,33793210,1981,09,-0.026383,0
13062,33793210,1981,10,0.090909,0
13063,33793210,1981,11,0.083333,0
13064,33793210,1981,12,-0.071923,0
13065,33793210,1982,01,0.086022,0
13066,33793210,1982,02,0.039604,0
13067,33793210,1982,03,-0.014095,0
13068,33793210,1982,04,0.070000,0
13069,33793210,1982,05,0.037383,0
13070,33793210,1982,06,-0.067387,0
13071,33793210,1982,07,0.010000,0
13072,33793210,1982,08,0.128713,0
13073,33793210,1982,09,-0.030526,0
13074,33793210,1982,10,0.046729,0
13075,33793210,1982,11,0.071429,0
13076,33793210,1982,12,-0.037333,0
13077,33793210,1983,01,0.035714,0
13078,33793210,1983,02,0.077586,0
13079,33793210,1983,03,-0.043200,0
13080,33793210,1983,04,0.077586,0
13081,33793210,1983,05,0.032000,0
13082,33793210,1983,06,-0.072868,0
13083,33793210,1983,07,0.025862,0
13084,33793210,1983,08,0.016807,0
13085,33793210,1983,09,-0.003306,0
13086,33793210,1983,10,0.051282,0
13087,33793210,1983,11,-0.040650,0
13088,33793210,1983,12,-0.138983,0
13089,33793210,1984,01,0.051020,0
13090,33793210,1984,02,0.000000,0
13091,33793210,1984,03,-0.051650,0
13092,33793210,1984,04,-0.106383,0
13093,33793210,1984,05,0.130952,0
13094,33793210,1984,06,-0.119158,0
13095,33793210,1984,07,0.037500,0
13096,33793210,1984,08,0.144578,0
13097,33793210,1984,09,0.028211,0
13098,33793210,1984,10,0.074468,0
13099,33793210,1984,11,0.099010,0
13100,33793210,1984,12,0.006126,0
13101,33793210,1985,01,0.037037,0
13102,33793210,1985,02,0.062500,0
13103,33793210,1985,03,-0.010420,0
13104,33793210,1985,04,0.026316,0
13105,33793210,1985,05,0.068376,0
13106,33793210,1985,06,0.014080,0
13107,33793210,1985,07,0.000000,0
13108,33793210,1985,08,0.048780,0
13109,33793210,1985,09,-0.063876,0
13110,33793210,1985,10,0.085470,0
13111,33793210,1985,11,0.031496,0
13112,33793210,1985,12,0.028702,0
13113,33793210,1986,01,0.068702,0
13114,33793210,1986,02,0.114286,0
13115,33793210,1986,03,0.024615,0
13116,33793210,1986,04,-0.057692,0
13117,33793210,1986,05,0.040816,0
13118,33793210,1986,06,0.044706,0
13119,33793210,1986,07,0.019231,0
13120,33793210,1986,08,0.132075,0
13121,33793210,1986,09,-0.106444,0
13122,33793210,1986,10,0.019108,0
13123,33793210,1986,11,0.031250,0
13124,33793210,1986,12,-0.031273,0
13125,33793210,1987,01,0.096154,0
13126,33793210,1987,02,0.023392,0
13127,33793210,1987,03,-0.040457,0
13128,33793210,1987,04,0.018293,0
13129,33793210,1987,05,0.035928,0
13130,33793210,1987,06,0.011098,0
13131,33793210,1987,07,0.000000,0
13132,33793210,1987,08,0.040936,0
13133,33793210,1987,09,-0.051011,0
13134,33793210,1987,10,-0.036364,0
13135,33793210,1987,11,-0.006289,0
13136,33793210,1987,12,0.043797,0
13137,33793210,1988,01,0.018634,0
13138,33793210,1988,02,-0.060976,0
13139,33793210,1988,03,-0.000519,0
13140,33793210,1988,04,-0.013333,0
13141,33793210,1988,05,0.013514,0
13142,33793210,1988,06,0.026133,0
13143,33793210,1988,07,0.006667,0
13144,33793210,1988,08,-0.006623,0
13145,33793210,1988,09,0.012800,0
13146,33793210,1988,10,0.040541,0
13147,33793210,1988,11,-0.019481,0
13148,33793210,1988,12,0.025960,0
13149,33793210,1989,01,0.086093,0
13150,33793210,1989,02,0.006098,0
13151,33793210,1989,03,0.011636,0
13152,33793210,1989,04,-0.006135,0
13153,33793210,1989,05,0.061728,0
13154,33793210,1989,06,0.016977,0
13155,33793210,1989,07,0.040936,0
13156,33793210,1989,08,0.005618,0
13157,33793210,1989,09,0.005140,0
13158,33793210,1989,10,0.034091,0
13159,33793210,1989,11,0.021978,0
13160,33793210,1989,12,0.042581,0
13161,33793210,1990,01,-0.073684,0
13162,33793210,1990,02,0.005682,0
13163,33793210,1990,03,-0.096497,0
13164,33793210,1990,04,-0.064103,0
13165,33793210,1990,05,0.123288,0
13166,33793210,1990,06,-0.012683,0
13167,33793210,1990,07,0.056962,0
13168,33793210,1990,08,-0.191617,0
13169,33793210,1990,09,-0.029630,0
13170,33793210,1990,10,0.039063,0
13171,33793210,1990,11,0.060150,0
13172,33793210,1990,12,-0.007092,0
13173,33793210,1991,01,0.007299,0
13174,33793210,1991,02,0.094203,0
13175,33793210,1991,03,0.013245,0
13176,33793210,1991,04,-0.013333,0
13177,33793210,1991,05,0.013514,0
13178,33793210,1991,06,-0.006667,0
13179,33793210,1991,07,0.047945,0
13180,33793210,1991,08,0.019608,0
13181,33793210,1991,09,0.025641,0
13182,33793210,1991,10,0.006369,0
13183,33793210,1991,11,0.031646,0
13184,33793210,1991,12,0.024540,0
13185,33793210,1992,01,-0.048780,0
13186,33793210,1992,02,0.012821,0
13187,33793210,1992,03,0.000000,0
13188,33793210,1992,04,0.006452,0
13189,33793210,1992,05,0.057692,0
13190,33793210,1992,06,0.030303,0
13191,33793210,1992,07,0.047904,0
13192,33793210,1992,08,0.017143,0
13193,33793210,1992,09,0.022472,0
13194,33793210,1992,10,-0.005587,0
13195,33793210,1992,11,0.011236,0
13196,33793210,1992,12,0.044444,0
13197,33793210,1993,01,0.005405,0
13198,33793210,1993,02,0.064516,0
13199,33793210,1993,03,0.015152,0
13200,33793210,1993,04,-0.005051,0
13201,33793210,1993,05,-0.005076,0
13202,33793210,1993,06,0.020408,0
13203,33793210,1993,07,0.020305,0
13204,33793210,1993,08,0.024876,0
13205,33793210,1993,09,-0.004854,0
13206,33793210,1993,10,-0.044554,0
13207,33793210,1993,11,-0.072539,0
13208,33793210,1993,12,0.033520,0
13209,33793210,1994,01,-0.038462,0
13210,33793210,1994,02,-0.062857,0
13211,33793210,1994,03,-0.054878,0
13212,33793210,1994,04,-0.019737,0
13213,33793210,1994,05,-0.060403,0
13214,33793210,1994,06,0.042857,0
13215,33793210,1994,07,0.062937,0
13216,33793210,1994,08,0.019737,0
13217,33793210,1994,09,0.000000,0
13218,33793210,1994,10,0.013158,0
13219,33793210,1994,11,-0.038961,0
13220,33793210,1994,12,0.020270,0
13221,33793210,1995,01,0.141892,0
13222,33793210,1995,02,-0.011834,0
13223,33793210,1995,03,-0.023952,0
13224,33793210,1995,04,0.006250,0
13225,33793210,1995,05,0.086957,0
13226,33793210,1995,06,0.051429,0
13227,33793210,1995,07,-0.027624,0
13228,33793210,1995,08,-0.017045,0
13229,33793210,1995,09,0.069364,0
13230,33793210,1995,10,0.005495,0
13231,33793210,1995,11,-0.005464,0
13232,33793210,1995,12,0.049451,0
13233,33793210,1996,01,0.015957,0
13234,33793210,1996,02,-0.005236,0
13235,33793210,1996,03,-0.031579,0
13236,33793210,1996,04,-0.077348,0
13237,33793210,1996,05,0.047904,0
13238,33793210,1996,06,0.017143,0
13239,33793210,1996,07,-0.040000,0
13240,33793210,1996,08,0.000000,0
13241,33793210,1996,09,-0.059524,0
13242,33793210,1996,10,0.077419,0
13243,33793210,1996,11,0.101796,0
13244,33793210,1996,12,0.005435,0
13245,33793210,1997,01,0.016484,0
13246,33793210,1997,02,-0.027027,0
13247,33793210,1997,03,-0.050000,0
13248,33793210,1997,04,-0.047619,0
13249,33793210,1997,05,0.062500,0
13250,33793210,1997,06,0.041176,0
13251,33793210,1997,07,0.022989,0
13252,33793210,1997,08,-0.011236,0
13253,33793210,1997,09,0.082386,0
13254,33793210,1997,10,0.056000,0
13255,33793210,1997,11,0.106061,0
13256,33793210,1997,12,0.074074,0
13257,33793210,1998,01,0.000000,0
13258,33793210,1998,02,0.010776,0
13259,33793210,1998,03,0.064795,0
13260,33793210,1998,04,-0.018256,0
13261,33793210,1998,05,-0.006198,0
13262,33793210,1998,06,0.035789,0
13263,33793210,1998,07,-0.103659,0
13264,33793210,1998,08,0.061224,0
13265,33793210,1998,09,0.075758,0
13266,33793210,1998,10,-0.034205,0
13267,33793210,1998,11,0.043750,0
13268,33793210,1998,12,0.052525,0
13269,33793210,1999,01,-0.046065,0
13270,33793210,1999,02,-0.046278,0
13271,33793210,1999,03,-0.042735,0
13272,33793210,1999,04,0.060268,0
13273,33793210,1999,05,0.084211,0
13274,33793210,1999,06,-0.025540,0
13275,33793210,1999,07,-0.078629,0
13276,33793210,1999,08,0.013129,0
13277,33793210,1999,09,-0.113786,0
13278,33793210,1999,10,0.029630,0
13279,33793210,1999,11,-0.091127,0
13280,33793210,1999,12,-0.026810,0
13281,33793210,2000,01,0.002755,0
