,date,CUSIP,quarters,average_return,date,CUSIP,quarters
3244,2008,19121610,4,-0.042843,2008,19121610,4.0
3245,2009,19121610,1,-0.004725999999999998,2009,19121610,1.0
3246,2009,19121610,2,0.03533,2009,19121610,2.0
3247,2009,19121610,3,0.04219166666666666,2009,19121610,3.0
3248,2009,19121610,4,0.023299999999999998,2009,19121610,4.0
3249,2010,19121610,1,-0.00828533333333333,2010,19121610,1.0
3250,2010,19121610,2,-0.027625999999999998,2010,19121610,2.0
3251,2010,19121610,3,0.05621633333333333,2010,19121610,3.0
3252,2010,19121610,4,0.042116999999999995,2010,19121610,4.0
3253,2011,19121610,1,0.005947000000000001,2011,19121610,1.0
3254,2011,19121610,2,0.007155666666666667,2011,19121610,2.0
3255,2011,19121610,3,0.004075333333333334,2011,19121610,3.0
3256,2011,19121610,4,0.014310000000000002,2011,19121610,4.0
3257,2012,19121610,1,0.022112000000000003,,,
3258,2012,19121610,2,0.021168000000000003,,,
3259,2012,19121610,3,-0.006629333333333334,,,
3260,2012,19121610,4,-0.012350333333333333,,,
3261,2013,19121610,1,0.03956833333333334,,,
3262,2013,19121610,2,0.0004859999999999992,,,
3263,2013,19121610,3,-0.016225666666666666,2013,19121610,3.0
3264,2013,19121610,4,0.03174233333333334,2013,19121610,4.0
3265,2014,19121610,1,-0.018136333333333334,2014,19121610,1.0
3266,2014,19121610,2,0.033645666666666664,2014,19121610,2.0
3267,2014,19121610,3,0.006405333333333335,2014,19121610,3.0
3268,2014,19121610,4,0.00040599999999999897,2014,19121610,4.0
3269,2015,19121610,1,-0.009674,2015,19121610,1.0
3270,2015,19121610,2,-0.008023666666666667,2015,19121610,2.0
3271,2015,19121610,3,0.011018,2015,19121610,3.0
3272,2015,19121610,4,0.025909333333333336,2015,19121610,4.0
3273,2016,19121610,1,0.029220666666666662,2016,19121610,1.0
3274,2016,19121610,2,-0.004841333333333334,2016,19121610,2.0
3275,2016,19121610,3,-0.019862,2016,19121610,3.0
3276,2016,19121610,4,-0.0035649999999999987,2016,19121610,4.0
3277,2017,19121610,1,0.010764000000000001,2017,19121610,1.0
3278,2017,19121610,2,0.021666,2017,19121610,2.0
3279,2017,19121610,3,0.004005333333333333,2017,19121610,3.0
3280,2017,19121610,4,0.009144666666666667,2017,19121610,4.0
3281,2018,19121610,1,-0.01355766666666667,2018,19121610,1.0
3282,2018,19121610,2,0.006381333333333333,2018,19121610,2.0
3283,2018,19121610,3,0.021358666666666665,2018,19121610,3.0
3284,2018,19121610,4,0.012283000000000002,2018,19121610,4.0
3285,2019,19121610,1,0.00028400000000000186,2019,19121610,1.0
3286,2019,19121610,2,0.030983666666666663,2019,19121610,2.0
3287,2019,19121610,3,0.025246333333333332,2019,19121610,3.0
3288,2019,19121610,4,0.008253000000000002,2019,19121610,4.0
3289,2020,19121610,1,-0.064683,2020,19121610,1.0
3290,2020,19121610,2,0.006738333333333332,2020,19121610,2.0
3291,2020,19121610,3,0.03693966666666667,2020,19121610,3.0
3292,2020,19121610,4,0.039481999999999996,2020,19121610,4.0
3293,2002,20030N20,4,-0.004605,,,
3294,2003,20030N20,1,0.06970766666666667,2003,20030N20,1.0
3295,2003,20030N20,2,0.019347333333333334,,,
3296,2003,20030N20,3,0.007932333333333333,2003,20030N20,3.0
3297,2003,20030N20,4,0.020623333333333337,2003,20030N20,4.0
3298,2004,20030N20,1,-0.035644999999999996,2004,20030N20,1.0
3299,2004,20030N20,2,-0.0023143333333333327,2004,20030N20,2.0
3300,2004,20030N20,3,0.004079,2004,20030N20,3.0
3301,2004,20030N20,4,0.05623633333333333,2004,20030N20,4.0
3302,2005,20030N20,1,0.006682333333333332,2005,20030N20,1.0
3303,2005,20030N20,2,-0.035824666666666664,2005,20030N20,2.0
3304,2005,20030N20,3,-0.012912,2005,20030N20,3.0
3305,2005,20030N20,4,-0.036989,2005,20030N20,4.0
3306,2006,20030N20,1,0.006825000000000001,2006,20030N20,1.0
3307,2006,20030N20,2,0.08088233333333335,2006,20030N20,2.0
3308,2006,20030N20,3,0.039524666666666666,2006,20030N20,3.0
3309,2006,20030N20,4,0.04482733333333333,,,
3310,2007,20030N20,1,-0.027697666666666673,,,
3311,2007,20030N20,2,0.031585666666666665,2007,20030N20,2.0
3312,2007,20030N20,3,-0.04978066666666666,2007,20030N20,3.0
3313,2007,20030N20,4,-0.08799966666666666,2007,20030N20,4.0
3314,2008,20030N20,1,0.016262,2008,20030N20,1.0
3315,2008,20030N20,2,0.004387000000000002,2008,20030N20,2.0
3316,2008,20030N20,3,0.02008466666666667,2008,20030N20,3.0
3317,2008,20030N20,4,-0.054768333333333336,2008,20030N20,4.0
3318,2009,20030N20,1,-0.06735599999999999,2009,20030N20,1.0
3319,2009,20030N20,2,0.038685333333333335,2009,20030N20,2.0
3320,2009,20030N20,3,0.04733299999999999,2009,20030N20,3.0
3321,2009,20030N20,4,0.0068046666666666715,2009,20030N20,4.0
3322,2010,20030N20,1,0.044927666666666664,2010,20030N20,1.0
3323,2010,20030N20,2,-0.026039999999999997,,,
3324,2010,20030N20,3,0.019404999999999995,,,
3325,2010,20030N20,4,0.07352,,,
3326,2011,20030N20,1,0.04130433333333333,,,
3327,2011,20030N20,2,0.016755000000000003,,,
3328,2011,20030N20,3,-0.04874966666666666,,,
3329,2011,20030N20,4,0.048780333333333335,,,
3330,2012,20030N20,1,0.07856099999999999,,,
3331,2012,20030N20,2,0.026037333333333332,,,
3332,2012,20030N20,3,0.03511266666666667,,,
3333,2012,20030N20,4,0.013898666666666665,,,
3334,2013,20030N20,1,0.033163,,,
3335,2013,20030N20,2,0.0022563333333333337,,,
3336,2013,20030N20,3,0.03516333333333333,,,
3337,2013,20030N20,4,0.04932899999999999,,,
3338,2014,20030N20,1,-0.005138333333333332,,,
3339,2014,20030N20,2,0.031767333333333335,,,
3340,2014,20030N20,3,0.002577333333333333,,,
3341,2014,20030N20,4,0.024743666666666667,,,
3342,2015,20030N20,1,-0.002492000000000001,,,
3343,2015,20030N20,2,0.024026333333333334,,,
3344,2015,20030N20,3,-0.013923000000000003,,,
3345,2015,20030N20,4,0.03665,,,
3346,1980,20825C10,1,-0.03614966666666667,,,
3347,1980,20825C10,2,0.03888366666666667,,,
3348,1980,20825C10,3,0.007288666666666663,,,
3349,1980,20825C10,4,0.09218533333333333,,,
3350,1981,20825C10,1,-0.07027033333333334,,,
3351,1981,20825C10,2,-0.05535266666666667,,,
3352,1981,20825C10,3,0.002110999999999995,,,
3353,1981,20825C10,4,0.03454266666666667,,,
3354,1982,20825C10,1,-0.07937566666666666,,,
3355,1982,20825C10,2,-0.006195666666666666,,,
3356,1982,20825C10,3,0.007860666666666669,,,
3357,1982,20825C10,4,0.042028,,,
3358,1983,20825C10,1,0.012258,,,
3359,1983,20825C10,2,0.028365,,,
3360,1983,20825C10,3,-0.0018656666666666682,,,
3361,1983,20825C10,4,0.009260000000000001,,,
3362,1984,20825C10,1,0.06987833333333333,,,
3363,1984,20825C10,2,-0.04303300000000001,,,
3364,1984,20825C10,3,0.05259766666666666,,,
3365,1984,20825C10,4,0.041071666666666666,,,
3366,1985,20825C10,1,-0.03878333333333333,,,
3367,1985,20825C10,2,0.007802333333333334,,,
3368,1985,20825C10,3,0.026421,,,
3369,1985,20825C10,4,0.008462333333333336,,,
3370,1986,20825C10,1,-0.05845433333333333,,,
3371,1986,20825C10,2,-0.0005493333333333322,,,
3372,1986,20825C10,3,0.030796000000000004,,,
3373,1986,20825C10,4,0.05589133333333333,,,
3374,1987,20825C10,1,0.11203999999999999,,,
3375,1987,20825C10,2,0.024225333333333335,,,
3376,1987,20825C10,3,-0.0022326666666666697,,,
3377,1987,20825C10,4,-0.013580666666666666,,,
3378,1988,20825C10,1,0.07429,,,
3379,1988,20825C10,2,-0.02312233333333334,,,
3380,1988,20825C10,3,0.070216,,,
3381,1988,20825C10,4,0.012490999999999997,,,
3382,1989,20825C10,1,0.05874566666666667,,,
3383,1989,20825C10,2,-0.012594666666666669,,,
3384,1989,20825C10,3,0.06830400000000002,,,
3385,1989,20825C10,4,0.0004323333333333355,,,
3386,1990,20825C10,1,0.013261333333333333,,,
3387,1990,20825C10,2,0.0016293333333333322,,,
3388,1990,20825C10,3,0.007080333333333332,,,
3389,1990,20825C10,4,0.009822333333333334,,,
3390,1991,20825C10,1,0.029328000000000003,,,
3391,1991,20825C10,2,-0.02829066666666667,,,
3392,1991,20825C10,3,0.013694999999999999,,,
3393,1991,20825C10,4,-0.022372666666666662,,,
3394,1992,20825C10,1,-0.0064526666666666664,,,
3395,1992,20825C10,2,0.019213333333333332,,,
3396,1992,20825C10,3,0.04847033333333334,,,
3397,1992,20825C10,4,-0.024278000000000004,,,
3398,1993,20825C10,1,0.04239266666666667,,,
3399,1993,20825C10,2,0.004046333333333328,,,
3400,1993,20825C10,3,0.06763133333333333,,,
3401,1993,20825C10,4,-0.04483233333333333,,,
3402,1994,20825C10,1,-0.024014666666666667,,,
3403,1994,20825C10,2,0.06140233333333334,,,
3404,1994,20825C10,3,0.033987333333333335,,,
3405,1994,20825C10,4,-0.009280999999999998,,,
3406,1995,20825C10,1,0.042089666666666664,,,
3407,1995,20825C10,2,-0.026416666666666668,,,
3408,1995,20825C10,3,-0.004510333333333334,,,
3409,1995,20825C10,4,0.019707,,,
3410,1996,20825C10,1,0.055305999999999994,,,
3411,1996,20825C10,2,0.022339333333333333,,,
3412,1996,20825C10,3,0.010599000000000003,,,
3413,1996,20825C10,4,0.016224333333333334,,,
3414,1997,20825C10,1,-0.02333366666666667,,,
3415,1997,20825C10,2,0.02679933333333333,,,
3416,1997,20825C10,3,0.059535666666666674,,,
3417,1997,20825C10,4,-0.017068333333333335,,,
3418,1998,20825C10,1,0.014881999999999998,,,
3419,1998,20825C10,2,-0.009410333333333333,,,
3420,1998,20825C10,3,-0.015558000000000002,,,
3421,1998,20825C10,4,-0.016012666666666668,,,
3422,1999,20825C10,1,0.045968,,,
3423,1999,20825C10,2,0.024634,,,
3424,1999,20825C10,3,-0.007857999999999999,,,
3425,1999,20825C10,4,-0.009315333333333333,,,
3426,2000,20825C10,1,0.00794533333333334,,,
3427,2000,20825C10,2,0.041749666666666664,,,
3428,2000,20825C10,3,0.08034233333333334,,,
3429,2000,20825C10,4,-0.029633666666666666,,,
3430,2001,20825C10,1,-0.007147666666666668,,,
3431,2001,20825C10,2,0.018505000000000004,,,
3432,2001,20825C10,3,-0.015612000000000001,,,
3433,2001,20825C10,4,0.04034566666666667,,,
3434,2002,20825C10,1,0.016608,,,
3435,2002,20825C10,2,-0.018851666666666666,,,
3436,2002,20825C10,3,-0.07289233333333334,,,
3437,2002,20825C10,4,0.01847666666666667,,,
3438,2003,20825C10,1,0.037817333333333335,,,
3439,2003,20825C10,2,0.011412333333333335,,,
3440,2003,20825C10,3,0.0032530000000000002,,,
3441,2003,20825C10,4,0.06671266666666667,,,
3442,2004,20825C10,1,0.023430000000000003,,,
3443,2004,20825C10,2,0.03207033333333333,,,
3444,2004,20825C10,3,0.03205766666666667,,,
3445,2004,20825C10,4,0.01905633333333333,2004,20825C10,4.0
3446,2005,20825C10,1,0.08052933333333334,2005,20825C10,1.0
3447,2005,20825C10,2,0.024304333333333334,2005,20825C10,2.0
3448,2005,20825C10,3,0.06927733333333334,2005,20825C10,3.0
3449,2005,20825C10,4,-0.05778566666666666,2005,20825C10,4.0
3450,2006,20825C10,1,0.03191666666666667,2006,20825C10,1.0
3451,2006,20825C10,2,0.015398333333333333,2006,20825C10,2.0
3452,2006,20825C10,3,-0.028145,2006,20825C10,3.0
3453,2006,20825C10,4,0.06808866666666667,,,
3454,2007,20825C10,1,-0.013616666666666666,,,
3455,2007,20825C10,2,0.050291,2007,20825C10,2.0
3456,2007,20825C10,3,0.039941666666666674,2007,20825C10,3.0
3457,2007,20825C10,4,0.005981333333333334,2007,20825C10,4.0
3458,2008,20825C10,1,-0.044339333333333335,2008,20825C10,1.0
3459,2008,20825C10,2,0.07680466666666666,2008,20825C10,2.0
3460,2008,20825C10,3,-0.07721166666666666,2008,20825C10,3.0
3461,2008,20825C10,4,-0.09581766666666669,2008,20825C10,4.0
3462,2009,20825C10,1,-0.07942099999999999,2009,20825C10,1.0
3463,2009,20825C10,2,0.03134599999999999,2009,20825C10,2.0
3464,2009,20825C10,3,0.027829999999999997,2009,20825C10,3.0
3465,2009,20825C10,4,0.046799,2009,20825C10,4.0
3466,2010,20825C10,1,0.005448333333333333,2010,20825C10,1.0
3467,2010,20825C10,2,-0.003742333333333329,2010,20825C10,2.0
3468,2010,20825C10,3,0.06030566666666667,2010,20825C10,3.0
3469,2010,20825C10,4,0.062877,2010,20825C10,4.0
3470,2011,20825C10,1,0.057943666666666664,2011,20825C10,1.0
3471,2011,20825C10,2,-0.016249000000000003,2011,20825C10,2.0
3472,2011,20825C10,3,-0.05267133333333333,,,
3473,2011,20825C10,4,0.052034000000000004,,,
3474,2012,20825C10,1,0.020314000000000002,,,
3475,2012,20825C10,2,-0.011720333333333333,,,
3476,2012,20825C10,3,0.012025,,,
3477,2012,20825C10,4,0.008657,,,
3478,2013,20825C10,1,0.01593,,,
3479,2013,20825C10,2,0.005923666666666667,,,
3480,2013,20825C10,3,0.051363,2013,20825C10,3.0
3481,2013,20825C10,4,0.009373999999999999,2013,20825C10,4.0
3482,2014,20825C10,1,0.003901333333333333,2014,20825C10,1.0
3483,2014,20825C10,2,0.071256,2014,20825C10,2.0
